Artists,Name,Peak position,Week,Weekly rank,Weeks on chart
Weezer,I Want You To,,2009-09-10,82,
David Cook,Come Back To Me,63,2009-09-10,83,16
Mary J. Blige Featuring Drake,The One,63,2009-09-10,84,6
Three 6 Mafia Featuring Kalenna,Shake My,,2009-09-10,85,
Trey Songz,I Need A Girl,59,2009-09-10,86,15
Pleasure P,Under,,2009-09-10,87,
3OH!3 Featuring Katy Perry,Starstrukk,88,2009-09-10,88,2
Darryl Worley,Sounds Like Life To Me,87,2009-09-10,89,5
Lady Antebellum,Need You Now,85,2009-09-10,90,3
Selena Gomez,Magic,61,2009-09-10,91,4
Kenny Chesney,Out Last Night,16,2009-09-10,92,20
Selena Gomez & The Scene,Falling Down,,2009-09-10,93,
Owl City,Fireflies,94,2009-09-10,94,2
Mat Kearney,Closer To Love,91,2009-09-10,95,5
R. Kelly Featuring Keri Hilson,Number One,,2009-09-10,96,
Britney Spears,Radar,88,2009-09-10,97,3
Whitney Houston,I Look To You,74,2009-09-10,98,3
Wale Featuring Lady Gaga,Chillin,,2009-09-10,99,
Skillet,Awake And Alive,,2009-09-10,100,
The Black Eyed Peas,I Gotta Feeling,1,2009-09-03,1,1
Jay Sean Featuring Lil Wayne,Down,3,2009-09-03,3,8
Taylor Swift,You Belong With Me,2,2009-09-03,4,18
Jay,Run This Town,3,2009-09-03,5,4
Kings Of Leon,Use Somebody,5,2009-09-03,6,30
Drake,Best I Ever Had,2,2009-09-03,7,16
Keri Hilson Featuring Kanye West & Ne,Knock You Down,3,2009-09-03,8,22
Cobra Starship Featuring Leighton Meester,Good Girls Go Bad,7,2009-09-03,9,13
Pitbull,Hotel Room Service,9,2009-09-03,10,10
Mariah Carey,Obsessed,11,2009-09-03,11,7
Shakira,She Wolf,12,2009-09-03,12,6
The Black Eyed Peas,Boom Boom Pow,1,2009-09-03,13,24
Katy Perry,Waking Up In Vegas,9,2009-09-03,14,17
Sean Kingston,Fire Burning,5,2009-09-03,15,16
Jordin Sparks,Battlefield,10,2009-09-03,16,15
Mario Featuring Gucci Mane & Sean Garrett,Break Up,17,2009-09-03,17,10
Lady Gaga,LoveGame,5,2009-09-03,18,19
Pitbull,I Know You Want Me,2,2009-09-03,19,26
Jason Aldean,Big Green Tractor,20,2009-09-03,20,11
Disney's Friends For Change,Send It On,20,2009-09-03,21,2
Fabolous Featuring The,Throw It In The Bag,22,2009-09-03,22,12
Daughtry,No Surprise,15,2009-09-03,23,16
Jason Derulo,Whatcha Say,24,2009-09-03,24,2
Young Money,Every Girl,10,2009-09-03,25,16
Boys Like Girls,Love Drunk,22,2009-09-03,26,8
Green Day,21 Guns,24,2009-09-03,27,9
Linkin Park,New Divide,6,2009-09-03,28,14
P!nk,Please Don't Leave Me,17,2009-09-03,29,19
Miley Cyrus,The Climb,4,2009-09-03,30,25
Dorrough,Ice Cream Paint Job,31,2009-09-03,31,13
Jason Mraz,I'm Yours,6,2009-09-03,32,71
Maxwell,Pretty Wings,33,2009-09-03,33,17
Rob Thomas,Her Diamonds,23,2009-09-03,34,14
Lady Gaga,Poker Face,1,2009-09-03,35,36
Shinedown,Second Chance,7,2009-09-03,36,39
Darius Rucker,Alright,30,2009-09-03,37,15
Rascal Flatts,Summer Nights,37,2009-09-03,38,13
Jeremih,Birthday Sex,4,2009-09-03,39,20
Billy Currington,People Are Crazy,27,2009-09-03,40,17
The Fray,Never Say Never,41,2009-09-03,41,11
New Boyz,You're A Jerk,24,2009-09-03,42,10
Michael Franti & Spearhead Featuring Cherine Anderson,Say Hey,43,2009-09-03,43,5
Beyonce,Halo,5,2009-09-03,44,31
Justin Bieber,One Time,45,2009-09-03,45,5
Colbie Caillat,Fallin' For You,12,2009-09-03,46,8
Kid Cudi Featuring Kanye West & Common,Make Her Say,43,2009-09-03,47,11
3OH!3,Don't Trust Me,7,2009-09-03,48,37
Zac Brown Band,Toes,49,2009-09-03,49,5
Beyonce,Sweet Dreams,50,2009-09-03,50,5
Justin Moore,Small Town USA,51,2009-09-03,51,12
Toby Keith,American Ride,52,2009-09-03,52,4
Flo Rida Featuring Ne,Be On You,53,2009-09-03,53,6
Sean Paul,So Fine,50,2009-09-03,54,8
LMFAO,I'm In Miami Trick,51,2009-09-03,55,13
Randy Houser,Boots On,55,2009-09-03,56,13
Cascada,Evacuate The Dancefloor,57,2009-09-03,57,2
Beyonce,Ego,39,2009-09-03,58,12
Twista Featuring Erika Shevon,Wetter,44,2009-09-03,59,13
Keith Urban,Only You Can Love Me This Way,60,2009-09-03,60,6
George Strait,Living For The Night,60,2009-09-03,61,11
Jeremih,Imma Star,62,2009-09-03,62,5
Drake Featuring Trey Songz & Lil Wayne,Successful,62,2009-09-03,63,6
Tim McGraw,It's A Business Doing Pleasure With You,59,2009-09-03,64,4
Kelly Clarkson,Already Gone,65,2009-09-03,65,4
Jessie James,Wanted,40,2009-09-03,66,12
Parachute,She Is Love,67,2009-09-03,67,4
Ginuwine,Last Chance,63,2009-09-03,68,12
Gloriana,Wild At Heart,53,2009-09-03,69,13
Jack Ingram,Barefoot And Crazy,70,2009-09-03,70,9
Keyshia Cole Duet With Monica,Trust,70,2009-09-03,71,9
Eric Church,Love Your Love The Most,72,2009-09-03,72,9
Theory Of A Deadman,Not Meant To Be,55,2009-09-03,73,20
Uncle Kracker,Smile,74,2009-09-03,74,3
Trey Songz,I Need A Girl,59,2009-09-03,75,14
Blake Shelton,I'll Just Hold On,76,2009-09-03,76,8
"Mary Mary Featuring Kierra ""KiKi"" Sheard",God In Me,77,2009-09-03,77,8
Chris Young,Gettin' You Home,78,2009-09-03,78,2
Brad Paisley,Welcome To The Future,79,2009-09-03,79,3
David Cook,Come Back To Me,63,2009-09-03,80,15
Kellie Pickler,Best Days Of Your Life,46,2009-09-03,81,20
Mary J. Blige Featuring Drake,The One,63,2009-09-03,82,5
Kenny Chesney,Out Last Night,16,2009-09-03,83,19
Selena Gomez,Magic,61,2009-09-03,84,3
Flo Rida Featuring Nelly Furtado,Jump,54,2009-09-03,85,6
Lady Antebellum,Need You Now,85,2009-09-03,86,2
Darryl Worley,Sounds Like Life To Me,87,2009-09-03,87,4
Britney Spears,Radar,88,2009-09-03,88,2
Demi Lovato,Here We Go Again,15,2009-09-03,89,9
Kenny Chesney With Dave Matthews,I'm Alive,,2009-09-03,90,
Mat Kearney,Closer To Love,91,2009-09-03,91,4
David Guetta Featuring Akon,Sexy Chick,56,2009-09-03,92,3
The Pussycat Dolls Featuring Nicole Scherzinger,Hush Hush,73,2009-09-03,93,9
Shinedown,Sound Of Madness,85,2009-09-03,94,9
3OH!3 Featuring Katy Perry,Starstrukk,,2009-09-03,95,
Iyaz,Replay,,2009-09-03,96,
Owl City,Fireflies,,2009-09-03,97,
Sugarland,Joey,,2009-09-03,98,
Whitney Houston,I Look To You,74,2009-09-03,99,2
David Guetta Featuring Kelly Rowland,When Love Takes Over,76,2009-09-03,100,9
The Black Eyed Peas,I Gotta Feeling,1,2009-08-27,1,0
Jay,Run This Town,3,2009-08-27,3,3
Taylor Swift,You Belong With Me,2,2009-08-27,4,17
Kings Of Leon,Use Somebody,5,2009-08-27,5,29
Drake,Best I Ever Had,2,2009-08-27,6,15
Jay Sean Featuring Lil Wayne,Down,6,2009-08-27,7,7
Keri Hilson Featuring Kanye West & Ne,Knock You Down,3,2009-08-27,8,21
Cobra Starship Featuring Leighton Meester,Good Girls Go Bad,7,2009-08-27,9,12
Pitbull,Hotel Room Service,9,2009-08-27,10,9
Mariah Carey,Obsessed,11,2009-08-27,11,6
Shakira,She Wolf,12,2009-08-27,12,5
Sean Kingston,Fire Burning,5,2009-08-27,13,15
Katy Perry,Waking Up In Vegas,9,2009-08-27,14,16
The Black Eyed Peas,Boom Boom Pow,1,2009-08-27,15,23
Lady Gaga,LoveGame,5,2009-08-27,16,18
Jordin Sparks,Battlefield,10,2009-08-27,17,14
Pitbull,I Know You Want Me,2,2009-08-27,18,25
Mario Featuring Gucci Mane & Sean Garrett,Break Up,19,2009-08-27,19,9
Disney's Friends For Change,Send It On,,2009-08-27,20,
Jason Aldean,Big Green Tractor,21,2009-08-27,21,10
Young Money,Every Girl,10,2009-08-27,22,15
Fabolous Featuring The,Throw It In The Bag,23,2009-08-27,23,11
Linkin Park,New Divide,6,2009-08-27,24,13
Daughtry,No Surprise,15,2009-08-27,25,15
P!nk,Please Don't Leave Me,17,2009-08-27,26,18
Green Day,21 Guns,24,2009-08-27,27,8
Jeremih,Birthday Sex,4,2009-08-27,28,19
Jason Mraz,I'm Yours,6,2009-08-27,29,70
Miley Cyrus,The Climb,4,2009-08-27,30,24
3OH!3,Don't Trust Me,7,2009-08-27,31,36
New Boyz,You're A Jerk,24,2009-08-27,32,9
Boys Like Girls,Love Drunk,22,2009-08-27,33,7
Darius Rucker,Alright,30,2009-08-27,34,14
Rob Thomas,Her Diamonds,23,2009-08-27,35,13
Dorrough,Ice Cream Paint Job,36,2009-08-27,36,12
Beyonce,Halo,5,2009-08-27,37,30
Shinedown,Second Chance,7,2009-08-27,38,38
Lady Gaga,Poker Face,1,2009-08-27,39,35
Jessie James,Wanted,40,2009-08-27,40,11
Billy Currington,People Are Crazy,27,2009-08-27,41,16
Maxwell,Pretty Wings,40,2009-08-27,42,16
Rascal Flatts,Summer Nights,37,2009-08-27,43,12
The Fray,Never Say Never,44,2009-08-27,44,10
Nickelback,If Today Was Your Last Day,19,2009-08-27,45,22
The Fray,You Found Me,7,2009-08-27,46,39
Kid Cudi Featuring Kanye West & Common,Make Her Say,43,2009-08-27,47,10
Twista Featuring Erika Shevon,Wetter,44,2009-08-27,48,12
Taylor Swift,Love Story,4,2009-08-27,49,49
Beyonce,Ego,39,2009-08-27,50,11
Michael Franti & Spearhead Featuring Cherine Anderson,Say Hey,51,2009-08-27,51,4
Justin Moore,Small Town USA,52,2009-08-27,52,11
Colbie Caillat,Fallin' For You,12,2009-08-27,53,7
Jason Derulo,Whatcha Say,,2009-08-27,54,
LMFAO,I'm In Miami Trick,51,2009-08-27,55,12
Zac Brown Band,Toes,52,2009-08-27,56,4
Randy Houser,Boots On,55,2009-08-27,57,12
Toby Keith,American Ride,54,2009-08-27,58,3
Tim McGraw,It's A Business Doing Pleasure With You,59,2009-08-27,59,3
Sean Paul,So Fine,50,2009-08-27,60,7
George Strait,Living For The Night,60,2009-08-27,61,10
Drake Featuring Trey Songz & Lil Wayne,Successful,62,2009-08-27,62,5
Justin Bieber,One Time,62,2009-08-27,63,4
Cobra Starship,Hot Mess,,2009-08-27,64,
Flo Rida Featuring Ne,Be On You,65,2009-08-27,65,5
Gloriana,Wild At Heart,53,2009-08-27,66,12
Jeremih,Imma Star,67,2009-08-27,67,4
Beyonce,Sweet Dreams,68,2009-08-27,68,4
Flo Rida Featuring Nelly Furtado,Jump,54,2009-08-27,69,5
Keith Urban,Only You Can Love Me This Way,70,2009-08-27,70,5
Ginuwine,Last Chance,63,2009-08-27,71,11
Trey Songz,I Need A Girl,59,2009-08-27,72,13
Keyshia Cole Duet With Monica,Trust,70,2009-08-27,73,8
Theory Of A Deadman,Not Meant To Be,55,2009-08-27,74,19
Selena Gomez,Magic,61,2009-08-27,75,2
Jack Ingram,Barefoot And Crazy,76,2009-08-27,76,8
Kellie Pickler,Best Days Of Your Life,46,2009-08-27,77,19
Eric Church,Love Your Love The Most,77,2009-08-27,78,8
Kelly Clarkson,Already Gone,70,2009-08-27,79,3
Cascada,Evacuate The Dancefloor,,2009-08-27,80,
Dierks Bentley,Sideways,35,2009-08-27,81,20
Kenny Chesney,Out Last Night,16,2009-08-27,82,18
"Mary Mary Featuring Kierra ""KiKi"" Sheard",God In Me,83,2009-08-27,83,7
The Pussycat Dolls Featuring Nicole Scherzinger,Hush Hush,73,2009-08-27,84,8
Lady Antebellum,Need You Now,,2009-08-27,85,
Blake Shelton,I'll Just Hold On,86,2009-08-27,86,7
Demi Lovato,Here We Go Again,15,2009-08-27,87,8
David Cook,Come Back To Me,63,2009-08-27,88,14
Mary J. Blige Featuring Drake,The One,63,2009-08-27,89,4
Britney Spears,Radar,,2009-08-27,90,
Chris Young,Gettin' You Home,,2009-08-27,91,
Brad Paisley,Welcome To The Future,92,2009-08-27,92,2
Uncle Kracker,Smile,93,2009-08-27,93,2
Kelly Clarkson,I Do Not Hook Up,20,2009-08-27,94,18
Shinedown,Sound Of Madness,85,2009-08-27,95,8
Mat Kearney,Closer To Love,96,2009-08-27,96,3
Matt And Kim,Daylight,95,2009-08-27,97,2
Parachute,She Is Love,98,2009-08-27,98,3
Carolina Liar,Show Me What I'm Looking For,67,2009-08-27,99,18
Darryl Worley,Sounds Like Life To Me,98,2009-08-27,100,3
The Black Eyed Peas,I Gotta Feeling,1,2009-08-20,1,9
Drake,Best I Ever Had,2,2009-08-20,3,14
Keri Hilson Featuring Kanye West & Ne,Knock You Down,3,2009-08-20,4,20
Kings Of Leon,Use Somebody,5,2009-08-20,5,28
Jay Sean Featuring Lil Wayne,Down,6,2009-08-20,6,6
Cobra Starship Featuring Leighton Meester,Good Girls Go Bad,7,2009-08-20,7,11
Sean Kingston,Fire Burning,5,2009-08-20,8,14
Pitbull,Hotel Room Service,9,2009-08-20,9,8
The Black Eyed Peas,Boom Boom Pow,1,2009-08-20,10,22
Katy Perry,Waking Up In Vegas,9,2009-08-20,11,15
Lady Gaga,LoveGame,5,2009-08-20,12,17
Shakira,She Wolf,13,2009-08-20,13,4
Mariah Carey,Obsessed,11,2009-08-20,14,5
Pitbull,I Know You Want Me,2,2009-08-20,15,24
Jordin Sparks,Battlefield,10,2009-08-20,16,13
Young Money,Every Girl,10,2009-08-20,17,14
P!nk,Please Don't Leave Me,17,2009-08-20,18,17
Jeremih,Birthday Sex,4,2009-08-20,19,18
Mario Featuring Gucci Mane & Sean Garrett,Break Up,20,2009-08-20,20,8
Linkin Park,New Divide,6,2009-08-20,21,12
Jason Aldean,Big Green Tractor,22,2009-08-20,22,9
Jason Mraz,I'm Yours,6,2009-08-20,23,69
Green Day,21 Guns,24,2009-08-20,24,7
New Boyz,You're A Jerk,24,2009-08-20,25,8
3OH!3,Don't Trust Me,7,2009-08-20,26,35
Daughtry,No Surprise,15,2009-08-20,27,14
Miley Cyrus,The Climb,4,2009-08-20,28,23
Shinedown,Second Chance,7,2009-08-20,29,37
Darius Rucker,Alright,30,2009-08-20,30,13
Lady Gaga,Poker Face,1,2009-08-20,31,34
Nickelback,If Today Was Your Last Day,19,2009-08-20,32,21
Beyonce,Halo,5,2009-08-20,33,29
Billy Currington,People Are Crazy,27,2009-08-20,34,15
Rob Thomas,Her Diamonds,23,2009-08-20,35,12
Dorrough,Ice Cream Paint Job,36,2009-08-20,36,11
Boys Like Girls,Love Drunk,22,2009-08-20,37,6
Fabolous Featuring The,Throw It In The Bag,38,2009-08-20,38,10
Rascal Flatts,Summer Nights,37,2009-08-20,39,11
Maxwell,Pretty Wings,40,2009-08-20,40,15
The Fray,You Found Me,7,2009-08-20,41,38
Beyonce,Ego,39,2009-08-20,42,10
Kid Cudi Featuring Kanye West & Common,Make Her Say,43,2009-08-20,43,9
Colbie Caillat,Fallin' For You,12,2009-08-20,44,6
Twista Featuring Erika Shevon,Wetter,44,2009-08-20,45,11
Taylor Swift,Love Story,4,2009-08-20,46,48
The Fray,Never Say Never,47,2009-08-20,47,9
The Ting Tings,That's Not My Name,39,2009-08-20,48,26
Lady Antebellum,I Run To You,27,2009-08-20,49,21
Sean Paul,So Fine,50,2009-08-20,50,6
LMFAO,I'm In Miami Trick,51,2009-08-20,51,11
Zac Brown Band,Toes,52,2009-08-20,52,3
Gloriana,Wild At Heart,53,2009-08-20,53,11
Flo Rida Featuring Nelly Furtado,Jump,54,2009-08-20,54,4
Randy Houser,Boots On,55,2009-08-20,55,11
Justin Moore,Small Town USA,56,2009-08-20,56,10
Michael Franti & Spearhead Featuring Cherine Anderson,Say Hey,57,2009-08-20,57,3
Toby Keith,American Ride,54,2009-08-20,58,2
Kellie Pickler,Best Days Of Your Life,46,2009-08-20,59,18
George Strait,Living For The Night,60,2009-08-20,60,9
Selena Gomez,Magic,,2009-08-20,61,
Justin Bieber,One Time,62,2009-08-20,62,3
Trey Songz,I Need A Girl,59,2009-08-20,63,12
Ginuwine,Last Chance,63,2009-08-20,64,10
Drake Featuring Trey Songz & Lil Wayne,Successful,65,2009-08-20,65,4
Jay,Run This Town,66,2009-08-20,66,2
Flo Rida Featuring Ne,Be On You,67,2009-08-20,67,4
Theory Of A Deadman,Not Meant To Be,55,2009-08-20,68,18
Tim McGraw,It's A Business Doing Pleasure With You,69,2009-08-20,69,2
Keyshia Cole Duet With Monica,Trust,70,2009-08-20,70,7
Madonna,Celebration,,2009-08-20,71,
Jessie James,Wanted,67,2009-08-20,72,10
Dierks Bentley,Sideways,35,2009-08-20,73,19
Whitney Houston,I Look To You,,2009-08-20,74,
Kenny Chesney,Out Last Night,16,2009-08-20,75,17
Jack Ingram,Barefoot And Crazy,76,2009-08-20,76,7
Eric Church,Love Your Love The Most,77,2009-08-20,77,7
The Pussycat Dolls Featuring Nicole Scherzinger,Hush Hush,73,2009-08-20,78,7
Kristinia DeBarge,Goodbye,15,2009-08-20,79,16
Demi Lovato,Here We Go Again,15,2009-08-20,80,7
Muse,Uprising,,2009-08-20,81,
Kelly Clarkson,I Do Not Hook Up,20,2009-08-20,82,17
Beyonce,Sweet Dreams,83,2009-08-20,83,3
Keith Urban,Only You Can Love Me This Way,84,2009-08-20,84,4
Carolina Liar,Show Me What I'm Looking For,67,2009-08-20,85,17
Jeremih,Imma Star,86,2009-08-20,86,3
David Cook,Come Back To Me,63,2009-08-20,87,13
Shinedown,Sound Of Madness,85,2009-08-20,88,7
Kelly Clarkson,Already Gone,70,2009-08-20,89,2
"Mary Mary Featuring Kierra ""KiKi"" Sheard",God In Me,87,2009-08-20,90,6
Blake Shelton,I'll Just Hold On,86,2009-08-20,91,6
"Jamie Foxx Featuring Drake, Kanye West + The",Digital Girl,,2009-08-20,92,
David Guetta Featuring Akon,Sexy Chick,56,2009-08-20,93,2
T.I. Featuring Mary J. Blige,Remember Me,29,2009-08-20,94,2
Mary J. Blige Featuring Drake,The One,63,2009-08-20,95,3
Hannah Montana,He Could Be The One,10,2009-08-20,96,5
JAY,D.O.A.,24,2009-08-20,97,7
Brad Paisley,Welcome To The Future,,2009-08-20,98,
David Guetta Featuring Kelly Rowland,When Love Takes Over,76,2009-08-20,99,8
Parachute,She Is Love,98,2009-08-20,100,2
The Black Eyed Peas,I Gotta Feeling,1,2009-08-13,1,8
Taylor Swift,You Belong With Me,3,2009-08-13,3,15
Keri Hilson Featuring Kanye West & Ne,Knock You Down,3,2009-08-13,4,19
Kings Of Leon,Use Somebody,5,2009-08-13,5,27
Jay Sean Featuring Lil Wayne,Down,6,2009-08-13,6,5
Sean Kingston,Fire Burning,5,2009-08-13,7,13
The Black Eyed Peas,Boom Boom Pow,1,2009-08-13,8,21
Lady Gaga,LoveGame,5,2009-08-13,9,16
Cobra Starship Featuring Leighton Meester,Good Girls Go Bad,10,2009-08-13,10,10
Katy Perry,Waking Up In Vegas,9,2009-08-13,11,14
Pitbull,I Know You Want Me,2,2009-08-13,12,23
Jordin Sparks,Battlefield,10,2009-08-13,13,12
Mariah Carey,Obsessed,11,2009-08-13,14,4
Pitbull,Hotel Room Service,15,2009-08-13,15,7
Young Money,Every Girl,10,2009-08-13,16,13
Jeremih,Birthday Sex,4,2009-08-13,17,17
P!nk,Please Don't Leave Me,17,2009-08-13,18,16
Linkin Park,New Divide,6,2009-08-13,19,11
3OH!3,Don't Trust Me,7,2009-08-13,20,34
Shakira,She Wolf,21,2009-08-13,21,3
Miley Cyrus,The Climb,4,2009-08-13,22,22
Beyonce,Halo,5,2009-08-13,23,28
New Boyz,You're A Jerk,24,2009-08-13,24,7
Shinedown,Second Chance,7,2009-08-13,25,36
Green Day,21 Guns,25,2009-08-13,26,6
Lady Gaga,Poker Face,1,2009-08-13,27,33
Jason Aldean,Big Green Tractor,28,2009-08-13,28,8
T.I. Featuring Mary J. Blige,Remember Me,,2009-08-13,29,
Nickelback,If Today Was Your Last Day,19,2009-08-13,30,20
Mario Featuring Gucci Mane & Sean Garrett,Break Up,31,2009-08-13,31,7
Daughtry,No Surprise,15,2009-08-13,32,13
Billy Currington,People Are Crazy,27,2009-08-13,33,14
Darius Rucker,Alright,30,2009-08-13,34,12
Jason Mraz,I'm Yours,6,2009-08-13,35,68
Rob Thomas,Her Diamonds,23,2009-08-13,36,11
The Fray,You Found Me,7,2009-08-13,37,37
Rascal Flatts,Summer Nights,37,2009-08-13,38,10
Beyonce,Ego,39,2009-08-13,39,9
Lady Antebellum,I Run To You,27,2009-08-13,40,20
The Ting Tings,That's Not My Name,39,2009-08-13,41,25
Dorrough,Ice Cream Paint Job,42,2009-08-13,42,10
Colbie Caillat,Fallin' For You,12,2009-08-13,43,5
Twista Featuring Erika Shevon,Wetter,44,2009-08-13,44,10
Maxwell,Pretty Wings,45,2009-08-13,45,14
Taylor Swift,Love Story,4,2009-08-13,46,47
Fabolous Featuring The,Throw It In The Bag,47,2009-08-13,47,9
The Fray,Never Say Never,47,2009-08-13,48,8
Boys Like Girls,Love Drunk,22,2009-08-13,49,5
Kid Cudi Featuring Kanye West & Common,Make Her Say,50,2009-08-13,50,8
Sean Paul,So Fine,51,2009-08-13,51,5
Kellie Pickler,Best Days Of Your Life,46,2009-08-13,52,17
Demi Lovato,Here We Go Again,15,2009-08-13,53,6
Toby Keith,American Ride,,2009-08-13,54,
Randy Houser,Boots On,55,2009-08-13,55,10
David Guetta Featuring Akon,Sexy Chick,,2009-08-13,56,
Flo Rida Featuring Nelly Furtado,Jump,57,2009-08-13,57,3
LMFAO,I'm In Miami Trick,53,2009-08-13,58,10
Kristinia DeBarge,Goodbye,15,2009-08-13,59,15
Trey Songz,I Need A Girl,59,2009-08-13,60,11
Brad Paisley,Then,28,2009-08-13,61,20
Theory Of A Deadman,Not Meant To Be,55,2009-08-13,62,17
Ginuwine,Last Chance,63,2009-08-13,63,9
Justin Moore,Small Town USA,64,2009-08-13,64,9
George Strait,Living For The Night,65,2009-08-13,65,8
Dierks Bentley,Sideways,35,2009-08-13,66,18
Kenny Chesney,Out Last Night,16,2009-08-13,67,16
Michael Franti & Spearhead Featuring Cherine Anderson,Say Hey,68,2009-08-13,68,2
Gloriana,Wild At Heart,66,2009-08-13,69,10
Kelly Clarkson,I Do Not Hook Up,20,2009-08-13,70,16
Hannah Montana,He Could Be The One,10,2009-08-13,71,4
Keyshia Cole Duet With Monica,Trust,72,2009-08-13,72,6
Tim McGraw,It's A Business Doing Pleasure With You,,2009-08-13,73,
Carolina Liar,Show Me What I'm Looking For,67,2009-08-13,74,16
Drake Featuring Trey Songz & Lil Wayne,Successful,75,2009-08-13,75,3
Jessie James,Wanted,67,2009-08-13,76,9
The Pussycat Dolls Featuring Nicole Scherzinger,Hush Hush,73,2009-08-13,77,6
Justin Bieber,One Time,78,2009-08-13,78,2
Zac Brown Band,Toes,79,2009-08-13,79,2
Flo Rida Featuring Ne,Be On You,75,2009-08-13,80,3
Jack Ingram,Barefoot And Crazy,81,2009-08-13,81,6
David Guetta Featuring Kelly Rowland,When Love Takes Over,76,2009-08-13,82,7
Birdman Featuring Lil Wayne,Always Strapped,54,2009-08-13,83,17
Mary J. Blige Featuring Drake,The One,63,2009-08-13,84,2
Eric Church,Love Your Love The Most,81,2009-08-13,85,6
JAY,D.O.A.,24,2009-08-13,86,6
David Cook,Come Back To Me,63,2009-08-13,87,12
Jay,Run This Town,,2009-08-13,88,
Shinedown,Sound Of Madness,85,2009-08-13,89,6
Blake Shelton,I'll Just Hold On,86,2009-08-13,90,5
Beyonce,Sweet Dreams,91,2009-08-13,91,2
"Mary Mary Featuring Kierra ""KiKi"" Sheard",God In Me,87,2009-08-13,92,5
Michelle Branch,Sooner Or Later,,2009-08-13,93,
Keith Urban,Only You Can Love Me This Way,94,2009-08-13,94,3
Uncle Kracker,Smile,,2009-08-13,95,
Mat Kearney,Closer To Love,96,2009-08-13,96,2
Martina McBride,I Just Call You Mine,,2009-08-13,97,
Parachute,She Is Love,,2009-08-13,98,
Cage The Elephant,Ain't No Rest For The Wicked,92,2009-08-13,99,8
Jeremih,Imma Star,96,2009-08-13,100,2
The Black Eyed Peas,I Gotta Feeling,1,2009-08-06,1,7
Keri Hilson Featuring Kanye West & Ne,Knock You Down,3,2009-08-06,3,18
Taylor Swift,You Belong With Me,3,2009-08-06,4,14
Kings Of Leon,Use Somebody,5,2009-08-06,5,26
Sean Kingston,Fire Burning,5,2009-08-06,6,12
The Black Eyed Peas,Boom Boom Pow,1,2009-08-06,7,20
Lady Gaga,LoveGame,5,2009-08-06,8,15
Katy Perry,Waking Up In Vegas,9,2009-08-06,9,13
Jordin Sparks,Battlefield,10,2009-08-06,10,11
Pitbull,I Know You Want Me,2,2009-08-06,11,22
Cobra Starship Featuring Leighton Meester,Good Girls Go Bad,12,2009-08-06,12,9
Jeremih,Birthday Sex,4,2009-08-06,13,16
Young Money,Every Girl,10,2009-08-06,14,12
Demi Lovato,Here We Go Again,15,2009-08-06,15,5
3OH!3,Don't Trust Me,7,2009-08-06,16,33
Mariah Carey,Obsessed,11,2009-08-06,17,3
Linkin Park,New Divide,6,2009-08-06,18,10
P!nk,Please Don't Leave Me,17,2009-08-06,19,15
Beyonce,Halo,5,2009-08-06,20,27
Miley Cyrus,The Climb,4,2009-08-06,21,21
Pitbull,Hotel Room Service,22,2009-08-06,22,6
Lady Gaga,Poker Face,1,2009-08-06,23,32
Shinedown,Second Chance,7,2009-08-06,24,35
Green Day,21 Guns,25,2009-08-06,25,5
Nickelback,If Today Was Your Last Day,19,2009-08-06,26,19
Lady Antebellum,I Run To You,27,2009-08-06,27,19
Daughtry,No Surprise,15,2009-08-06,28,12
Billy Currington,People Are Crazy,27,2009-08-06,29,13
New Boyz,You're A Jerk,30,2009-08-06,30,6
Jason Aldean,Big Green Tractor,31,2009-08-06,31,7
Jay Sean Featuring Lil Wayne,Down,32,2009-08-06,32,4
Darius Rucker,Alright,30,2009-08-06,33,11
Jason Mraz,I'm Yours,6,2009-08-06,34,67
Mario Featuring Gucci Mane & Sean Garrett,Break Up,35,2009-08-06,35,6
Rob Thomas,Her Diamonds,23,2009-08-06,36,10
Rascal Flatts,Summer Nights,37,2009-08-06,37,9
